date,retail_category,distributed_qty,avg_temperature,precipitation,is_holiday
2024-03-28,107,0.6599999999999999,14.465,0.01415,0
2024-03-28,108,0.6,15.71,1.7008,0
2024-03-28,109,127.61,16.27110294117647,2.5775598039215684,0
2024-03-28,110,237.96,17.566048565121413,3.0290768211920533,0
2024-03-28,111,113.85,16.094471153846154,2.133024038461538,0
2024-03-28,112,252.17,16.429723247232474,2.069350553505535,0
2024-03-28,113,1024.01,16.18582114735658,2.3997434758155234,0
2024-03-28,114,269.3,16.220664893617023,2.4733949468085106,0
2024-03-28,115,92.2,16.058423913043477,2.1260521739130436,0
2024-03-28,116,158.33,15.96626198083067,2.0311715654952076,0
2024-03-28,117,2.7,15.926666666666668,2.1922333333333337,0
2024-03-28,118,19.3,16.2525,2.2913900000000003,0
2024-03-28,119,19.02,24.001944444444444,3.6593416666666667,0
2024-03-28,120,0.5,24.985,4.19835,0
2024-03-28,121,128.4,16.044509803921567,2.2278897058823532,0
2024-03-28,122,1.4000000000000001,18.724814814814813,1.6649796296296298,0
2024-03-28,123,897.48,17.110032626427408,2.5459346655791193,0
2024-03-28,124,0.5,24.58,3.8925,0
2024-03-28,125,1.1,15.530000000000001,1.7008,0
2024-03-28,126,20.8,15.70488888888889,1.9191911111111113,0
2024-03-28,127,306.51,16.11035778175313,2.082001252236136,0
2024-03-28,128,456.5,18.695718849840258,3.3781383386581467,0
2024-03-28,129,40.65,16.524625,2.3506074999999997,0
2024-03-28,130,8.8,16.669999999999998,1.7269400000000001,0
2024-03-28,131,295.74,16.58951754385965,2.591708333333333,0
2024-03-28,132,3.6,15.822142857142856,2.1391,0
2024-03-28,133,32.42,16.524246575342467,2.6440561643835614,0
2024-03-28,134,0.8,15.9,1.6999,0
2024-03-28,135,21.54,16.01754098360656,2.779077049180328,0
2024-03-28,136,0.7,14.145,0.00705,0
2024-03-28,137,13.07,16.058,1.9055866666666668,0
2024-03-28,138,1.2,14.9,0.8571,0
2024-03-28,139,99.2,16.283929961089495,2.1737470817120625,0
2024-03-28,140,461.38,18.735427135678393,3.720199246231156,0
2024-03-28,141,9.6,15.901666666666666,2.0900874999999997,0
2024-03-28,142,322.7,15.966806722689075,1.8203432773109243,0
2024-03-28,143,4.7,24.42733333333333,5.200453333333333,0
2024-03-28,144,0.0,17.81,4.868,0
2024-03-28,145,96.86,16.188531073446327,2.3371446327683616,0
2024-03-28,146,58.6,15.95,2.2967107954545454,0
2024-03-28,147,1.0,19.14,2.057,0
2024-03-28,148,55.9,16.373870967741937,2.872908064516129,0
2024-03-28,149,453.39,16.92238872403561,2.776766765578635,0
2024-03-28,150,11.8,18.2875,3.1363250000000003,0
2024-03-28,151,5.57,16.835714285714285,2.6337,0
2024-03-28,152,1.5,14.094999999999999,0.00695,0
2024-03-28,153,95.11,16.06878453038674,2.0016917127071823,0
2024-03-28,154,1241.8,16.281328480436763,2.4185601455868975,0
2024-03-28,155,7.0,17.528,2.249688,0
2024-03-28,156,232.73,16.543595959595958,2.0637381818181817,0
2024-03-28,157,198.7,16.39247484909457,2.629156740442656,0
2024-03-28,158,19.2,20.32189189189189,4.776245945945946,0
2024-03-28,159,7.85,16.864,2.492735,0
2024-03-28,160,122.1,16.296479400749064,2.771896254681648,0
2024-03-28,161,89.75,16.397058823529413,2.0242100840336135,0
2024-03-28,162,2.7,17.916666666666668,2.0352333333333332,0
2024-03-28,163,22.03,15.745547945205479,1.8587602739726028,0
2024-03-28,164,25.5,21.218095238095238,4.417895238095238,0
2024-03-28,165,2.1,15.505714285714285,0.7146857142857143,0
2024-03-28,166,214.0,16.46916030534351,2.410580916030534,0
2024-03-28,167,697.18,16.095201668984704,2.344040611961057,0
2024-03-28,168,395.98,16.42727074235808,2.310849672489083,0
2024-03-28,169,16.5,15.752435897435898,1.822647435897436,0
2024-03-28,170,154.6,16.364580291970803,2.635798905109489,0
2024-03-28,171,0.3,17.136666666666667,4.3831999999999995,0
2024-03-28,172,347.68,16.044848484848483,1.9994566115702477,0
2024-03-28,173,194.9,16.527482517482515,2.735767132867133,0
2024-03-28,174,66.3,16.5685593220339,2.5316237288135595,0
2024-03-28,175,0.8,24.71,3.674,0
2024-03-28,176,372.71,15.770697674418606,1.8276312292358803,0
2024-03-28,177,353.23,16.098582278481015,1.9916091139240506,0
2024-03-28,178,5.3,16.02625,2.86796875,0
2024-03-28,179,374.58,16.15014745308311,2.4534886058981233,0
2024-03-28,180,836.43,17.85216939078752,2.9393588410104012,0
2024-03-28,181,657.9,16.78117414248021,2.3919189973614774,0
2024-03-28,182,24.36,17.27236220472441,2.3876078740157483,0
2024-03-28,183,130.79,15.997365439093484,2.2781685552407933,0
2024-03-28,184,916.29,17.315983606557378,2.492281420765027,0
2024-03-28,185,0.0,17.81,4.868,0
2024-03-28,186,18.5,17.116176470588236,2.787970588235294,0
2024-03-28,187,41.07,15.7816,2.119736,0
2024-03-28,188,300.26,16.568932584269664,2.3956808988764045,0
2024-03-28,189,19.7,14.697000000000001,0.17956666666666668,0
2024-03-28,190,102.32000000000001,16.29116564417178,2.4828177914110428,0
2024-03-28,191,123.4,16.5913141025641,2.8108314102564105,0
2024-03-28,192,61.8,18.85099099099099,4.159830630630631,0
2024-03-28,193,107.3,21.68793721973094,3.99962600896861,0
2024-03-28,194,10.92,17.049999999999997,3.5659263888888884,0
2024-03-28,195,12.9,17.175,3.499854347826087,0
2024-03-28,196,0.0,17.81,4.868,0
2024-03-28,197,26.3,15.310625,1.682625,0
2024-03-28,198,1.2,15.545,1.5226000000000002,0
2024-03-28,199,213.2,15.864925373134328,1.885323383084577,0
2024-03-28,200,13.1,16.875555555555554,2.0489111111111113,0
2024-03-28,201,5.3,14.75,0.49314545454545455,0
2024-03-28,202,1.8,15.6,2.57015,0
2024-03-28,203,9.0,15.674230769230768,1.9386615384615384,0
2024-03-28,204,13.5,22.871599999999997,4.394904,0
2024-03-28,205,127.75,16.430785123966942,2.5536855371900824,0
2024-03-28,206,0.5,15.48,1.6998,0
2024-03-28,207,4.37,23.55727272727273,5.368427272727273,0
2024-03-28,208,0.0,15.48,1.7,0
2024-03-28,209,57.2,16.789174311926605,3.302959633027523,0
2024-03-28,210,0.4,15.985,1.7001,0
2024-03-28,211,0.8,17.325,4.296,0
2024-03-28,212,54.3,21.46119402985075,4.247885074626866,0
2024-03-28,213,228.31,18.234224137931037,3.3385314655172413,0
2024-03-28,214,7.0,15.595238095238095,2.0476238095238095,0
2024-03-28,215,58.1,15.872605042016806,2.239020168067227,0
2024-03-28,216,557.05,17.325391705069126,2.8635311059907833,0
2024-03-28,217,1.5,15.951666666666668,1.4266333333333334,0
2024-03-28,218,43.6,15.724312977099238,1.9540259541984732,0
2024-03-28,219,2.7,15.036923076923078,0.3889769230769231,0
2024-03-28,220,5.5,23.763157894736842,3.7256736842105265,0
2024-03-28,221,82.5,16.124113924050633,2.4930487341772154,0
2024-03-28,222,23.7,17.32418918918919,2.9683878378378377,0
2024-03-28,223,132.63,16.121201413427563,2.288863957597173,0
2024-03-28,224,25.5,15.918933333333335,2.295930666666667,0
2024-03-28,225,37.660000000000004,17.666352941176473,4.582523529411764,0
2024-03-28,226,0.4,24.213333333333335,3.1730666666666667,0
2024-03-28,227,179.4,16.507406015037596,2.3423526315789474,0
2024-03-28,228,19.0,15.655897435897437,2.493761538461538,0
2024-03-28,229,270.53,19.563833017077798,3.2650518026565463,0
2024-03-28,230,404.7,17.15320610687023,3.0927414122137407,0
2024-03-28,231,36.800000000000004,19.26103448275862,2.9232448275862066,0
2024-03-28,232,9.5,15.916842105263159,3.238257894736842,0
2024-03-29,0,27.1,15.10392156862745,3.382845098039216,0
2024-03-29,1,1994.2,15.856942771084338,3.5195957831325297,0
2024-03-29,2,320.88,15.380438596491228,2.6341412280701757,0
2024-03-29,3,7.4,16.411351351351353,3.886064864864865,0
2024-03-29,4,23.0,15.326199999999998,3.3796559999999998,0
2024-03-29,5,1.5000000000000002,14.836666666666668,2.5071999999999997,0
2024-03-29,6,29.1,15.4455625,3.645995,0
2024-03-29,7,414.0,18.51385593220339,3.9088561440677965,0
2024-03-29,8,28.2,15.91878787878788,3.6609363636363637,0
2024-03-29,9,79.46,16.059753086419754,3.5396876543209874,0
2024-03-29,10,324.96,16.08592857142857,3.4380785714285715,0
2024-03-29,11,39.89,15.194383561643836,3.4600945205479454,0
2024-03-29,12,0.7,15.4,3.2232,0
2024-03-29,13,7.58,16.54875,3.0190125,0
2024-03-29,14,2.36,14.830869565217393,0.39017391304347826,0
2024-03-29,15,33.77,15.900877192982456,4.082805263157895,0
2024-03-29,16,156.49,15.320571428571427,3.347087619047619,0
2024-03-29,17,81.0,15.402202166064981,3.522122743682311,0
2024-03-29,18,31.43,15.19719512195122,2.707021951219512,0
2024-03-29,19,769.4,16.3909649122807,3.497338596491228,0
2024-03-29,20,1.0,24.35,1.60515,0
2024-03-29,21,1.0,24.349999999999998,1.7958666666666667,0
2024-03-29,22,5.9,15.217567567567567,3.485627027027027,0
2024-03-29,23,0.7,15.52,3.017,0
2024-03-29,24,1263.77,15.515045662100457,3.2509331050228307,0
2024-03-29,25,1.9,17.802500000000002,3.01485,0
2024-03-29,26,24.9,15.799594594594595,3.8919256756756755,0
2024-03-29,27,13.0,15.242058823529412,3.5152823529411763,0
2024-03-29,28,0.5,14.765,4.2876,0
2024-03-29,29,1.5,14.99,2.832575,0
2024-03-29,30,2.0,16.447499999999998,4.864525,0
2024-03-29,31,0.4,15.02,2.6607,0
2024-03-29,32,0.3,15.165,3.8872,0
2024-03-29,33,2.7,16.186666666666667,5.669233333333334,0
2024-03-29,34,0.0,17.02,6.343,0
2024-03-29,35,0.9,16.92,6.5489,0
2024-03-29,36,3.0,16.175,5.815799999999999,0
2024-03-29,37,0.4,14.885,4.177149999999999,0
2024-03-29,38,7.3999999999999995,15.435714285714285,3.075833333333333,0
2024-03-29,39,3.1,14.81625,4.6922875,0
2024-03-29,40,2.0,15.396666666666667,3.0182333333333333,0
2024-03-29,41,18.5,15.632448979591837,3.9080551020408163,0
2024-03-29,42,132.17,15.49470588235294,3.5962874509803924,0
2024-03-29,43,0.0,15.530000000000001,2.6569000000000003,0
2024-03-29,44,2.9000000000000004,15.033199999999999,3.688276,0
2024-03-29,45,0.1,15.08,3.0336,0
2024-03-29,46,73.3,15.566753246753247,3.6791006493506493,0
2024-03-29,47,5.9,18.25642857142857,3.0795999999999997,0
2024-03-29,48,22.54,15.918055555555554,3.6728305555555556,0
2024-03-29,49,12.67,17.258285714285712,3.4188457142857143,0
2024-03-29,50,5.25,15.965625,4.75290625,0
2024-03-29,51,71.13,15.824540229885056,3.678851724137931,0
2024-03-29,52,129.37,15.376486486486487,2.788752972972973,0
2024-03-29,53,0.27999999999999997,14.31,5.4271,0
2024-03-29,54,1.56,15.638571428571428,3.496785714285714,0
2024-03-29,55,34.64,21.7725,3.2604675,0
2024-03-29,56,271.2,15.264776632302405,3.3607123711340208,0
2024-03-29,57,2.4,14.731333333333334,0.3675866666666667,0
2024-03-29,58,261.92,15.34241641337386,2.954340729483283,0
2024-03-29,59,240.2,15.33625,3.3590524390243903,0
2024-03-29,60,1830.0,16.2212027833002,3.5709493538767396,0
2024-03-29,61,15.2,16.067666666666668,3.9581999999999997,0
2024-03-29,62,1.0,15.17,1.71425,0
2024-03-29,63,277.17,15.573508196721312,3.4201550819672133,0
2024-03-29,64,3.4000000000000004,24.5075,1.86445,0
2024-03-29,65,318.026,15.97510783200908,3.597812145289444,0
2024-03-29,66,231.6,15.397565445026178,3.061368848167539,0
2024-03-29,67,77.2,15.998720379146919,3.2663990521327015,0
2024-03-29,68,15.1,15.410714285714286,1.8830285714285715,0
2024-03-29,69,6.9,14.88,1.5528,0
2024-03-29,70,0.2,24.52,0.9515,0
2024-03-29,71,48.77,15.582962962962961,3.6192866666666665,0
2024-03-29,72,155.7,20.48011235955056,3.414512734082397,0
2024-03-29,73,3.9000000000000004,15.376296296296298,4.374670370370371,0
2024-03-29,74,156.98,15.910418848167538,3.7877481675392666,0
2024-03-29,75,22.7,14.894857142857145,0.3962828571428571,0
2024-03-29,76,23.5,16.786455696202534,3.554312658227848,0
2024-03-29,77,724.4,15.665566692367001,3.841565921356978,0
2024-03-29,78,254.37,16.46781818181818,3.7223672727272725,0
2024-03-29,79,2.1,16.15818181818182,4.252433333333333,0
2024-03-29,80,6.1,15.985714285714286,3.7066857142857144,0
2024-03-29,81,1800.13,15.507042440318301,3.4185220822281166,0
2024-03-29,82,743.1,17.05623724489796,3.4568511479591835,0
2024-03-29,83,97.8,15.695285714285713,3.2734695238095237,0
2024-03-29,84,0.4,16.075,4.64635,0
2024-03-29,85,1.0,24.71857142857143,4.4188857142857145,0
2024-03-29,86,272.93,16.456857142857142,3.767957936507937,0
2024-03-29,87,1.7,14.94111111111111,4.280544444444445,0
2024-03-29,88,98.94,16.837896825396825,3.9029257936507933,0
2024-03-29,89,77.39,15.6782421875,3.253789453125,0
2024-03-29,90,1.17,15.59,3.6070285714285717,0
2024-03-29,91,0.3,15.68,3.0341,0
2024-03-29,92,11.09,24.62708333333333,3.8124583333333333,0
2024-03-29,93,46.0,15.260537634408603,3.193821505376344,0
2024-03-29,94,563.3,17.053050458715596,3.559007683486238,0
2024-03-29,95,41.23,16.734605263157892,3.8004118421052633,0
2024-03-29,96,129.33,15.323492063492063,3.42109746031746,0
2024-03-29,97,184.9,15.305605095541402,3.238738535031847,0
2024-03-29,98,316.53000000000003,17.340084507042256,3.703334788732394,0
2024-03-29,99,251.09,17.453199052132703,3.7561575829383886,0
2024-03-29,100,265.91,19.226073752711496,3.1954488069414313,0
2024-03-29,101,355.0,15.650379403794037,3.6720256097560977,0
2024-03-29,102,1.67,15.31,2.5671,0
2024-03-29,103,771.61,15.980203932993446,3.386172104879825,0
2024-03-29,104,751.97,15.9025125,3.152338875,0
2024-03-29,105,450.0,17.272917675544793,3.2250341404358354,0
2024-03-29,106,129.3,17.02375939849624,3.309047744360902,0
2024-03-29,107,0.5,14.445,0.2039,0
2024-03-29,108,0.3,15.68,3.0341,0
2024-03-29,109,122.49,15.534093137254901,3.850906862745098,0
2024-03-29,110,227.92000000000002,16.820551876379692,3.837548123620309,0
2024-03-29,111,93.87,15.503701923076923,3.367791826923077,0
2024-03-29,112,238.48,15.956974169741699,2.963912177121771,0
2024-03-29,113,946.42,15.602255343082115,3.6326687289088864,0
2024-03-29,114,226.4,15.623962765957446,3.4947792553191492,0
2024-03-29,115,29.4,15.57929347826087,3.3844364130434785,0
2024-03-29,116,134.62,15.386134185303513,3.2646102236421726,0
2024-03-29,117,1.3,15.521666666666667,3.3795333333333333,0
2024-03-29,118,18.6,15.851499999999998,3.425745,0
2024-03-29,119,20.04,24.279444444444444,2.6583361111111112,0
2024-03-29,120,0.8,24.85,2.0213,0
2024-03-29,121,110.6,15.531470588235294,3.5224132352941178,0
2024-03-29,122,3.2,18.954444444444444,1.4525777777777777,0
2024-03-29,123,807.52,16.592871125611747,3.368928548123981,0
2024-03-29,124,0.4,24.52,0.9515,0
2024-03-29,125,1.9,15.23,3.0334250000000003,0
2024-03-29,126,19.6,15.312666666666669,3.242488888888889,0
2024-03-29,127,289.98,15.455885509838998,3.197059212880143,0
2024-03-29,128,397.4,18.248466453674123,3.8973316293929714,0
2024-03-29,129,36.44,15.835874999999998,3.50263875,0
2024-03-29,130,6.8,15.507,2.808485,0
2024-03-29,131,287.43,15.954407894736843,3.688197149122807,0
2024-03-29,132,4.6,15.367857142857144,3.458485714285714,0
2024-03-29,133,27.64,15.707260273972604,3.8057452054794516,0
2024-03-29,134,0.6,15.52,3.0183,0
2024-03-29,135,23.37,15.329016393442622,3.982877049180328,0
2024-03-29,136,2.0,14.2,0.40869999999999995,0
2024-03-29,137,10.39,15.331,3.1232366666666667,0
2024-03-29,138,0.8,14.84,1.71425,0
2024-03-29,139,93.91,15.55054474708171,3.4647066147859924,0
2024-03-29,140,462.59,18.26967336683417,4.313560301507538,0
2024-03-29,141,10.0,15.467916666666667,3.3946458333333336,0
2024-03-29,142,271.53,15.376617647058824,2.882916386554622,0
2024-03-29,143,4.2,24.622666666666664,3.3937666666666666,0
2024-03-29,144,0.0,16.63,6.2757,0
2024-03-29,145,96.05,15.548700564971751,3.689276836158192,0
2024-03-29,146,59.97,15.407386363636363,3.626703409090909,0
2024-03-29,147,0.9,18.913999999999998,2.5862000000000003,0
2024-03-29,148,56.8,15.708548387096773,4.139806451612904,0
2024-03-29,149,637.7,16.271172106824928,3.7956421364985165,0
2024-03-29,150,9.1,18.055,3.3644100000000003,0
2024-03-29,151,6.67,16.01,3.912985714285714,0
2024-03-29,152,0.3,14.21,0.4081,0
2024-03-29,153,81.23,15.3492817679558,3.264568508287293,0
2024-03-29,154,1174.9,15.628689717925386,3.4548264786169245,0
2024-03-29,155,8.44,17.208399999999997,3.0219080000000003,0
2024-03-29,156,204.14,16.16557575757576,2.877300808080808,0
2024-03-29,157,236.5,15.662494969818914,3.8500736418511066,0
2024-03-29,158,17.0,20.18,4.5649,0
2024-03-29,159,8.55,15.937000000000001,3.3911000000000002,0
2024-03-29,160,110.8,15.656779026217228,3.972841947565543,0
2024-03-29,161,80.26,15.952773109243699,3.195221008403361,0
2024-03-29,162,2.6,18.255,1.9618333333333335,0
2024-03-29,163,21.46,15.312808219178082,3.1872390410958906,0
2024-03-29,164,27.6,21.14190476190476,3.7033523809523805,0
2024-03-29,165,2.4000000000000004,15.546428571428573,1.2280571428571427,0
2024-03-29,166,217.0,15.897099236641221,3.2175786259541983,0
2024-03-29,167,570.83,15.492447844228094,3.574738247566064,0
2024-03-29,168,458.34,15.805327510917031,3.4405230349344977,0
2024-03-29,169,24.6,15.348461538461539,3.1319974358974356,0
2024-03-29,170,125.42,15.653631386861315,3.856313686131387,0
2024-03-29,171,1.5,16.521666666666665,4.8248,0
2024-03-29,172,337.05,15.480110192837465,3.17582782369146,0
2024-03-29,173,148.15,15.737482517482517,4.0378993006993005,0
2024-03-29,174,69.82,15.948050847457626,3.2474449152542375,0
2024-03-29,175,0.4,24.68,2.67495,0
2024-03-29,176,288.09,15.34265780730897,2.988968106312292,0
2024-03-29,177,377.22,15.552,2.9714769620253167,0
2024-03-29,178,4.5,15.276875,4.36,0
2024-03-29,179,338.98,15.567506702412869,3.639236327077748,0
2024-03-29,180,857.02,17.45375928677563,3.577145616641902,0
2024-03-29,181,596.11,16.17399736147757,3.343040501319261,0
2024-03-29,182,22.14,16.775433070866143,3.398423622047244,0
2024-03-29,183,129.17,15.600339943342776,3.082557790368272,0
2024-03-29,184,864.78,16.714945355191258,3.27897868852459,0
2024-03-29,185,0.0,16.63,6.2757,0
2024-03-29,186,23.5,16.66735294117647,3.550676470588235,0
2024-03-29,187,33.3,15.257599999999998,3.4839493333333333,0
2024-03-29,188,295.65,15.714719101123594,3.0590331460674154,0
2024-03-29,189,21.9,14.781666666666666,0.5900233333333332,0
2024-03-29,190,112.03,15.603803680981596,3.6324346625766872,0
2024-03-29,191,111.5,15.807211538461539,4.075322435897436,0
2024-03-29,192,54.0,18.224144144144145,4.859121621621621,0
2024-03-29,193,116.2,21.75847533632287,3.2523174887892377,0
2024-03-29,194,10.3,16.166666666666668,4.7635347222222215,0
2024-03-29,195,13.9,16.53413043478261,4.435030434782609,0
2024-03-29,196,0.0,16.63,6.2757,0
2024-03-29,197,24.8,15.270625,2.2073,0
2024-03-29,198,1.2999999999999998,15.045,2.8502,0
2024-03-29,199,165.4,15.299452736318408,3.1894562189054727,0
2024-03-29,200,13.8,16.227500000000003,3.070638888888889,0
2024-03-29,201,5.4,14.80909090909091,1.029590909090909,0
2024-03-29,202,2.8,15.083333333333334,3.9868833333333336,0
2024-03-29,203,8.0,15.25076923076923,3.3271576923076926,0
2024-03-29,204,11.2,22.837600000000002,3.507712,0
2024-03-29,205,114.0,15.665619834710743,3.7463685950413224,0
2024-03-29,206,0.7,15.08,3.0171,0
2024-03-29,207,5.4,23.88,4.398036363636364,0
2024-03-29,208,0.0,15.08,3.0207,0
2024-03-29,209,55.6,16.031559633027523,4.015355963302753,0
2024-03-29,210,0.0,15.515,3.02195,0
2024-03-29,211,1.3,16.405,5.047000000000001,0
2024-03-29,212,45.5,21.265671641791045,3.94364328358209,0
2024-03-29,213,234.84,17.53125,4.120006034482759,0
2024-03-29,214,4.2,15.189523809523811,3.400190476190476,0
2024-03-29,215,49.1,15.387226890756303,3.6018504201680672,0
2024-03-29,216,432.5,16.87384792626728,3.7154241935483867,0
2024-03-29,217,0.8,15.383333333333333,2.59695,0
2024-03-29,218,46.800000000000004,15.288091603053434,3.2747507633587785,0
2024-03-29,219,4.0,15.057692307692308,0.8592307692307692,0
2024-03-29,220,5.27,24.088947368421053,2.8553105263157894,0
2024-03-29,221,75.6,15.609177215189874,3.6991601265822784,0
2024-03-29,222,24.8,16.629324324324323,3.9245121621621624,0
2024-03-29,223,126.09,15.476289752650176,3.5886342756183742,0
2024-03-29,224,30.3,15.3348,3.6929106666666667,0
2024-03-29,225,37.58,16.590235294117647,5.906051764705882,0
2024-03-29,226,0.9,24.393333333333334,1.7958666666666667,0
2024-03-29,227,136.1,15.878233082706766,3.4441387218045114,0
2024-03-29,228,16.3,15.164871794871793,3.962210256410256,0
